index  ,lips_cordinate_ degree    ,    co_ordinate
48       32                        (158, 102)
49       31                        (162, 101)
50       31                        (167, 101)
51       30                        (171, 101)
52       29                        (175, 100)
53       28                        (182, 99)
54       27                        (190, 99)
55       29                        (183, 105)
56       31                        (177, 108)
57       32                        (172, 109)
58       32                        (168, 109)
59       33                        (163, 107)
60       32                        (160, 103)
61       31                        (167, 103)
62       31                        (171, 103)
63       30                        (176, 102)
64       28                        (188, 100)
65       30                        (176, 105)
66       31                        (172, 105)
67       32                        (168, 105)
index  ,left_ibrow_ degree    ,    co_ordinate
17       24                        (144, 66)
18       23                        (147, 63)
19       22                        (152, 63)
20       22                        (157, 64)
21       22                        (162, 67)
index  ,right_ibrow_ degree    ,    co_ordinate
22       20                        (175, 65)
23       18                        (181, 61)
24       17                        (187, 59)
25       16                        (194, 58)
26       17                        (199, 61)
index  ,left_eye_ degree    ,    co_ordinate
36       25                        (150, 72)
37       24                        (153, 70)
38       23                        (158, 70)
39       24                        (162, 73)
40       24                        (157, 73)
41       25                        (153, 73)
index  ,right_eye_ degree    ,    co_ordinate
42       21                       (180, 71)
43       20                       (184, 67)
44       19                       (188, 66)
45       19                       (193, 68)
46       20                       (189, 70)
47       21                       (184, 71)
index  ,nose_ degree    ,    co_ordinate
27       22                     (168, 71)
28       24                     (168, 77)
29       26                     (167, 84)
30       28                     (167, 90)
31       29                     (162, 93)
32       29                     (165, 95)
33       29                     (170, 96)
34       28                     (175, 94)
35       26                     (179, 91)
index  ,side_portion_ degree    ,    co_ordinate
0       27                        (144, 74)
1       29                        (145, 81)
2       31                        (147, 89)
3       32                        (150, 97)
4       34                        (153, 104)
5       35                        (157, 112)
6       36                        (161, 118)
7       36                        (166, 123)
8       35                        (174, 124)
9       34                        (182, 123)
10       31                        (190, 118)
11       29                        (198, 112)
12       27                        (204, 105)
13       24                        (208, 96)
14       22                        (210, 86)
15       19                        (210, 75)
16       17                        (210, 65)
