index  ,lips_cordinate_ degree    ,    co_ordinate
48       14                        (255, 65)
49       14                        (256, 64)
50       13                        (257, 63)
51       13                        (259, 64)
52       13                        (261, 64)
53       14                        (263, 66)
54       14                        (266, 69)
55       14                        (263, 70)
56       15                        (261, 70)
57       15                        (259, 70)
58       15                        (257, 69)
59       14                        (256, 67)
60       14                        (256, 65)
61       13                        (257, 64)
62       14                        (259, 65)
63       14                        (261, 66)
64       14                        (265, 68)
65       14                        (261, 68)
66       14                        (259, 68)
67       14                        (257, 67)
index  ,left_ibrow_ degree    ,    co_ordinate
17       9                        (252, 43)
18       9                        (253, 43)
19       9                        (255, 43)
20       9                        (257, 44)
21       10                        (258, 46)
index  ,right_ibrow_ degree    ,    co_ordinate
22       10                        (263, 47)
23       9                        (267, 46)
24       9                        (271, 47)
25       9                        (275, 48)
26       10                        (279, 50)
index  ,left_eye_ degree    ,    co_ordinate
36       10                        (254, 48)
37       10                        (255, 47)
38       10                        (257, 48)
39       10                        (259, 49)
40       10                        (257, 49)
41       10                        (255, 49)
index  ,right_eye_ degree    ,    co_ordinate
42       11                       (267, 52)
43       10                       (269, 51)
44       10                       (272, 52)
45       10                       (274, 53)
46       11                       (271, 53)
47       11                       (269, 53)
index  ,nose_ degree    ,    co_ordinate
27       10                     (261, 50)
28       11                     (260, 53)
29       12                     (259, 56)
30       12                     (258, 59)
31       13                     (256, 60)
32       13                     (257, 61)
33       13                     (259, 62)
34       13                     (261, 62)
35       13                     (263, 62)
index  ,side_portion_ degree    ,    co_ordinate
0       10                        (252, 48)
1       11                        (251, 52)
2       12                        (251, 56)
3       13                        (251, 61)
4       14                        (251, 65)
5       15                        (252, 69)
6       16                        (254, 73)
7       16                        (256, 77)
8       16                        (259, 79)
9       16                        (264, 80)
10       16                        (270, 80)
11       15                        (275, 77)
12       14                        (280, 74)
13       13                        (284, 70)
14       12                        (286, 65)
15       11                        (288, 59)
16       10                        (289, 54)
