index  ,lips_cordinate_ degree    ,    co_ordinate
48       45                        (126, 128)
49       40                        (140, 118)
50       36                        (153, 115)
51       35                        (162, 116)
52       33                        (170, 114)
53       33                        (177, 116)
54       34                        (182, 124)
55       36                        (179, 134)
56       38                        (173, 137)
57       39                        (165, 138)
58       41                        (156, 138)
59       43                        (142, 136)
60       44                        (130, 127)
61       37                        (154, 119)
62       36                        (163, 119)
63       34                        (170, 119)
64       34                        (179, 124)
65       37                        (171, 131)
66       38                        (164, 132)
67       40                        (155, 132)
index  ,left_ibrow_ degree    ,    co_ordinate
17       38                        (89, 70)
18       31                        (99, 60)
19       25                        (111, 54)
20       22                        (126, 52)
21       22                        (138, 57)
index  ,right_ibrow_ degree    ,    co_ordinate
22       19                        (155, 56)
23       17                        (162, 52)
24       17                        (170, 52)
25       17                        (177, 55)
26       18                        (181, 61)
index  ,left_eye_ degree    ,    co_ordinate
36       36                        (106, 79)
37       33                        (113, 76)
38       32                        (120, 75)
39       30                        (128, 76)
40       32                        (122, 78)
41       34                        (115, 79)
index  ,right_eye_ degree    ,    co_ordinate
42       25                       (160, 75)
43       23                       (165, 73)
44       23                       (171, 74)
45       23                       (177, 76)
46       23                       (172, 76)
47       24                       (166, 76)
index  ,nose_ degree    ,    co_ordinate
27       24                     (152, 70)
28       25                     (156, 76)
29       27                     (161, 84)
30       28                     (166, 91)
31       34                     (146, 102)
32       33                     (154, 103)
33       32                     (162, 104)
34       31                     (167, 102)
35       30                     (171, 100)
index  ,side_portion_ degree    ,    co_ordinate
0       54                        (66, 93)
1       57                        (71, 111)
2       59                        (76, 129)
3       60                        (83, 146)
4       58                        (96, 159)
5       55                        (114, 168)
6       52                        (133, 172)
7       48                        (153, 174)
8       45                        (170, 174)
9       42                        (183, 169)
10       39                        (189, 158)
11       37                        (192, 145)
12       33                        (193, 130)
13       31                        (193, 116)
14       28                        (191, 102)
15       25                        (188, 89)
16       22                        (184, 78)
